final_word_corpus,satisfied
hey good game wondering could make levels undead siege could difficult zombies thanks,1
ads super fun play friends constantly getting new modes play would say downside drains much phone battery least phone,1
best game played life usually game becomes boring one always look forward playing game please download u regret,1
please add support hz redmi note pro game years still hz supported device apex launched support stop playing codm,1
update much better smooth fun play best part less bugs weird_smile,1
game great love game alot much gbs phone cant handle updates maps weapons download takes alot gbs overall good game,1
excellent graphics game play another big map like br isolated needed awesome big lagging issue new updates overall good could always better,1
worthy game play problem drops fps except everything brilliant surely u download maybe best shooter game low end mobile worth playing weird_smile weird_smile thumbs_up,1
app seems get larger every update🤔takes much space favourite game love playing codm much also hope increasing level already maxed,1
since new update last night game load past intro screen matter option use try log work,0
way skip boring tutorial make easier skip log multiple devices tired tutorial game know play,0
average gameplay new season spiked ping lag reduced bugs removed example right fire button perspective fixed work properly please fix,1
far best survival game av played nd actually game av rated ever graphic weapons vehicles realistic nt mention exceptional gameplay,1
nice game new update superb quality try put ultra graphics settings super play ultra graphics feeling_loved,1
last update problem sound using headsets hear thing sound disrupted bad game best ever played mobile,0
amazing battle field game good graphics problem storage consumption,1
personally great experience game feel date especially external controller 🔥,1
really great game love new season come says update app enough storage deleted everything could like apps including apps let delete know able play game anymore really want game amazing suggestions please tell,0
game good put players buy everything kills fun every time sad years uninstalling game,0
need something new exciting battle royale probably bigger map things also graphics update fps,1
good experience happened bundles game frl unasumed_face even came back renewed every day two month,1
excellent game main problem arent abel get legendary draws first second draws always last costs lot money 😢,1
connection losses game becomes oblivious several seconds match extremely irritating,0
approach enemy latency going high able play fed please fix latency issue asap,0
see pixel fonts small see warafter total ripoff game though,0
experience getting worse everyday ping sky rockets pretty sure end analog takes control camera view spin mean attacking something cuz games play great tired please fix,1
game amazing fun matchmaking almost perfect although game take alot space,1
lot problems like knives two lp make run fast instant kill need nerfed overall good game give five room improvement,1
starting hate game deleted everything update delete app plus account would kick time loved game back delete thanks great years playing,0
update stopping moving forward tried downloading times result jan nd,0
legendary perks scorestreaks changed stupid unorganised want says whole layout new update ruined whole cod gameplay thanks activision ruining cod,1
one best mobile fps games exist far good pc console versions comparison irrelevant,1
fan call duty played every single series call duty pc mobile one spacial love much best fps game ever seen thank activision making beautiful games,1
game best cool graphics incredible sound affects absolutely smashing game well done creators well,1
controller support work says connected connect rip good time,0
bit funky frame rate sometimes tends lag small amount overall bad,1
games bad ppl play course ppl treat pubs like ranked gets annoying fast even casually grind camos bc ppl tryharding pub match,1
best ever shooting game ever seen hole life play gta vice city max pain igi cover strike far cry modern combat still love game much game grafics awesome love ️ love ️,1
open game gave error error download play store error comes last days earlier game working fine,0
good game ive spent money also game cant log always says loading timeout timeout shoud fix issues may people spent time money game,1
alot glitches server issues keep getting closed middle game cannot start game says internet connectivity tho using g wifi,0
cool game get crashes plyaing updating like gb instead making playstore least run back ground wait till update done stuck loading screen,1
amazing play cod ones xbox one edit still play every chance get love everything game except amount tiers available fact takes damn near gb space wild dumb ss went spent draws got everything gun wanted really wanted spend dollars gun crazy ready delete ish,1
game start shows network error even though device connected internet,0
love game wish would water underwater map hidden chests something,1
one action thriller multiplayer played mobile although slight issues like game optimization kind bad phone decent one still lags,1
star review since november latest update caused bug crashes game every br match always either kills blue zone freezes right fight kinda hard improve stats game biggest opponent fix bug happy bring back stars,1
best game ever history mobile gaming basically mobile gamer pc gamer fan og call duty pc games discovered codm awesome glad activision love ️ love ️ love ️🔥🔥🔥,1
good game overall butt way big game like gbs mlbinings around longer less gbs microsoft bought activision microsoft something delete basically games update update anyways hope employee sees,1
game keeps shutting battle royale hardly ever seems quick multiplayer match get battle royale log three four times game thumbs_down seriously thinking putting money game kicking time,1
game good one problem two matches kills teammate became mvp match want share screenshot also,0
great graphics gameplay resembles console mp well br issues though,1
love game except isent sound anymore guns going sword swing need back,1
updating new update hours ago stops show update app full update data gone showing update update,0
game good graphics good whenever sad play game make happy season update cool gives free skins event never forget codm codm favorite game,1
give option yes fun bs downloading mb top gbs overkill much bs little fun honestly would love play day day amount time spent getting updates downloads downloads makes sad infuriated,0
love game amazing graphics able play people somewhat around level skill problem log back main acc tried reinstall game clear cache restart phone still says authorization error,1
coustome vehicle controls ground war work time kill way short accept google play credit never spending money game agen till issue fixed,0
best game ever fully satisfied say game free coz graphics best mobile game,1
latest update big flop enemies appear start shooting using special skill regard k unit releasing tomboy revert weapon using literally nothing hands insted announcing k units incoming character saying cover reloading,1
love game problem new update lunched click update goes show instaling updateing please fix dont play game agian,1
time game used run gb update along user data downloads bot developers provided gb unnecessary game download data increase lag bugs call gb progress next update delete game,0
internet speed enough play video youtube p still game shows timeout disgusting,1
best game mobile history give stars beacause good graphics problem always give timeout mad angry_face please make games middle east thank u,1
make lite version cod mobile heavy play gb ram smartphones lot lags frame drop facing low setting well,1
earlier game good first aid kit please fix game mechanics get heal outside zone many died trying take dog tag zone making game un playable change install play game,0
play samsung tab since latest update android one ui core experiencing several graphics issues playing battle royale map field vision limited comes opponents meaning load graphics feet away could see gets killed situation would normally get killed weapon loot pickups look like boxes instead actual weapons pls update,0
playing game years keeps getting better better love call duty even play play station xbox,1
thoroughly enjoy game yeah sometimes cheaters whatever would give four stars bots drive nuts shots dead oh well still fun,1
gives best gaming experience mobile problem cod points cost tooo high rich buy pro players afford rich plz codm many pro players love game plz decrease price amount cod points thank love ️,1
im problems loging account second time im logged game previously level game dropped level,0
amazing ballte royal game perfect low graphic best game ever played even pubg type graphic cool_face cool_face thumbs_up thumbs_up thumbs_up thumbs_up found glich game play first time every day get match middle file,1
damn good game controls easy use playing online matches change game controls controls settings comfort rating game star 👏,1
amazing percent one best mobile games ever played highly recommend theres one problem takes much storage,1
love game call duty one favorite games surprised activision made call duty play mobile,1
truly love gm similar console play controls easy issue price everything buy battle pass spend upwards trying unlock characters n special guns alil excessive every month obviously want miss certain things hesitant spend anymore money please find better way us enjoy game fully without constantly breaking bank,1
played almost cod games one favorites love graphics controls game play,1
amazing game many awesome choices modes awesome nothing bad game would like say,1
never glitches great graphics audio spend dollar baller nough said,1
boaring new places multiplayer mode 💕💕 always better pub g free fire keep,1
graphics super good every thing perfect sometimes game kicks ad put gmail account work,1
know download latest update game used data like six times thr download keeps telling download data almost gb gone wrong unasumed_face unasumed_face 🥲,0
bad experience updating game used almost gb data update new season ending download fail showing download pray,0
addictive play br unwind long day like interactive game catch amount memory uses occasional force stop also takes precedence music,1
update mt google account connected saved info app google show anymore update fun addicting,1
size app great problem like apps one gb something could reduce size please pray,1
love game recently able play keeps saying things network get game see anybody play game could pls help,1
much good playing game launching date many updates file size big many complexity added many bugs issues sad wanted improvise downgraded game,0
excellent app playing years niggle amount updates think spent money game get decent game play good,1
honest review played many mobile games life come say war like game better cod lie disadvantages slow frames playing overseas players come annoying fact game demands space beats phones cpu therefore good phone needed game best upcoming update communication players approval download nd come join proud player,1
hi interesting creative game problem playing blue stack android emulator computer account blocked years tried send message support website unfortunately email support also created new accounts blocked minutes please check issue consider section problems inside website thank,1
grown slightly apart cod still favorite seen videos seasons looks sick hopefully get mythic oden lol,1
almost perfect start u get level matchmaking gets really unfair play level players problems anyway great game,1
game great considering mobile game br great mp also great really fun play favourite hard point shipment,1
edited stars issue resolved glitches still keeping stars,1
finally works must say impressed gameplay good really good connection still testing waters update little time gameupdate works great times times much still fun play need good phone game cause takes alot space still sticking stars though update game takes enormous amount space game phone,1
enjoyed game new update controller setup completely wrong parts work still think good game probably play fixed,1
trash game imo guys want fix servers keep getting connecting server issues network completely fine still know point updating game even play waste storage,0
much better console versions cod even come across one toxic player playing almost week plus tons content always something new look forward something get much games would missing dont least give game try wink_face,1
perfect far better mobile fps gigabytes resources got kidding,1
one best phone games lie games flaws imperfections game lags come across real players br matches sometimes controls acting guy run shoot switch weapons sometimes character able hear teammates mark something ping somewhere ping show character say whatever call suppose,1
like since new season even play xbox one remote anymore android user always worked use anymore iphone users use remotes fully problems pleas fix,0
game awesome also awesome small problem many updates takes much data sometimes game crashes,1
honest game nice game special ur device good lag ur device good lag blame cod ur device good played many times never laged u net problem ur device good net lag read many say bad things many good,1
button disappearing ranked matches installed updates happened got pro ranked reported bug game also,0
love graphics game wish little even ground waste money game,1
great game little optimization samsung exynos phones better games like pubg mobile gives extreme frame rate option cod mobile limit high frame rate device device name samsung galaxy,1
well got new phone load old character long time recover character game asks access root directory gain access linked account long time still response customer service placed attempts recover account response thank goodness college background business understand company doesnt care respond help correct problem please getting silly,0
really really cool like actually schoose shoot beginning hard beginning really fun,1
ranked match option play solo like losing even kill far rest team basically win ranked friends professional gamers usually play random teammates feels like team usually full bots like kills deaths non ranked multiplayer challenging enough ranked multiplayer basically depends luck play battle royale level legendary class,1
honesty update takes space delete game getting annoying like afford next gaming phone like sweet game play professionally like continues ill delete aside good game,1
game final safe zone heart races senses awaken feel bliss scared time manage reach upto point called winner damn games amazing 👏,1
game become completely different better allot ways things could better like character skins free actually something people would want add collection better gun skins guns guns keep buffing making new skins pls gotta make legendary weapons operator obtainable threw events even grind asses events mean events tho running buy,1
awesome graphics skins plus effects rad sadly though small glitches get annoying,1
editing start season ending season say game still run smoothly lot bugs game crashes almost every game even season update developers overlooked crashing bug matchmaking game utter nonsense sense players ranks stats whatsoever get teamed bots wish review meant something developers wanna make money,1
zombies huge let would also nice game didnt start get placed game weak support,0
nice get game u like killing ur friend fun btw cod mobile develop btw problem play cod mobile screen sometimes turn black still move log joined time dead please fix mean lot also make draws better rip spent dallors get gun charecter,1
game pretty good make graphics realistic like call duty warzone modern warfare cold war please add kark mw tec cooper carbine vanguard,1
best mobile game ever fun instantly replayable graphics amazing much variety weaponry shocking makes different trash games like clash royale matchmaking effect wins game maybe person higher level better weaponry still defeatable,1
avid player c series many many years collection extensive call duty mobile collection complete thank however cheaters hackers getting way control need pay attention keeping game pure stop worrying skins gotta hack play worthy play,1
game place really competitive crawl way higher ranks game much better nothing skill help matches get super intense strongest survive,1
gave game one star login cod account enter match match play load automatically kicks show game end,0
amazing like console game mobile definitely favorite favoriteest mobile game play far guitar hero mobile,1
whenever go play games download something like going wrong much mb getting loss think 🤔,1
update beat top mobile shooting game next pub g controller support based use hands great game,1
dont best service game lags even hi speed internet full bars play seasion every update new one lags bad first week till get stuff stright stop updates every days,1
really enjoy game storage needed installing app high along update gb understand new maps weapons added keep people interested unfortunately last update,1
cod og new guns way powerful compare yo old og guns matchmaking always pro player side u bots others sides others sides prize guns like official hack fire shots boom bye bye cod recommended,0
problem game prefer least gb ram android mobile processor become sd type configuration device possible carry middle class family possible make game gb like think easy play medium less medium configuration device still tough play redmi device thank,1
badass game updated review bought things game money issues purchased smaller items receive contacted support nothing hassle like refuse give paid providing enough obvious evidence mistake made part keep star rating resolved,0
ask downloading checked automatically download viewed items unchecked still get nonessential assets auto downloading,1
well fun game large downside app entire lifespan account system really iffy confusing lost progress season account cant get old account back tried activation support either needlessly complicated basically hidden could get help recover old account even migrate data new one would appreciated,1
since first day loved still day big glitchy first believe bugz worked love love love hurt since upgraded phone either,1
last update cannot ads cannot shoot requires pressing multiple times make button work,0
everything perfect game love play time communicate friends suggest everyone play cod instead pubg hate pubg graphics better cod one thing want back health kit adrenaline different level vest except thing everything perfect,1
hi bro best game world ever played good game sometimes could give legendary skins guns year free would good otherwise best game gta gta know would read review saying true,1
game fun good graphics problem game size increasing update update tab handle something,0
game still good something issues really irritated request call duty mobile please solve networks issues,1
good get wrong put one star put attention fact every weapon gotten diamond tear always gets stuck diamond tear pissing fix please,0
love play music game load match go turn music get back like min says match click leave butten says banned like min,1
nice game matchmaking terrible either playing people hit broadside barn max level player godly setup aim movement seem possible mobile teams unfair best might get good players carry wipe whole team even get kill teammates know gun hard play bad devices nice game recommend trying,1
know bought almost cod points stupid app logged everytime go log back restarts game might wanna fix,1
good graphics controls nice thumbs_up really enjoy actually play almost days week needs cool upgrades,1
love mutch crates hard get skins must make choose wat want,1
updates keep coming every update gb plus reset rank new update master elite useless,0
previous season better air bombing air bombing killing fun used due continuous unwanted sound,1
best game love play since launch graphics unbelievable ♥️♥️but sometimes lags phone problem game aaaaawwwwwsssoom smiling_face,1
ever since updated opening showing crashes fixed problem,0
experiencing issues shutting mid map download seriously frustrating especially full service play level without map also controls garbage stated someone else hit fire nothing happens get together,0
update new season dreadfull time frame second slow hole season suited samsung see slow frame rate novel game please help fix past thank keeps crashing br update started working weeksn started crashing even worse twice game nowbattle royal crash audio issues reported multiple time love gale guys dont fix issues samsung phone,0
good game get boring quickly played friends also bring back classic zombies undead siege fun,1
love game great since recent update freezes apon log even tried uninstalling reinstalling game please fix rating go,1
fun really good well mean call duty got good got kills vs try call duty mobile,1
gud though see damage armour plate thrown full experience laughing_face best game ever rewards rating gamertag deäth pubg better codm,1
call duty mobile enjoyable game real believe amazing game ☆activision team☆ thank,1
last upgrade app logs writes time hard login afterwards tried good times login process take back time anoying,0
best multiplayer game ever seen one thing lot gb update comes every time downloaded things resets ever time things takes much gbs net please something,1
hi update gigs update spent update went game tell update update gig gone nothing updated passed,1
definitely prolific first person shooter game ever played army bang bang airborne ranger definitely feel pressure play competitions people could win money cuz would easy cash,1
awesome game play new episode game pretty good game always freeze slow always loading time joining game moment game everything fine,1
one best thing game interest play open interface looks sooooo bad automatically close,1
best game ever played words define provided ultra graphics fps game provided worth characters pay well mesmerizing blueprints make us feel another world gaming amazing game hats oof activision 🥳🥳,1
wish way get weapon kill effect without spending collectively probably already spent much game,1
playing game literally half year joke tha game feels much better ever time release update fast pace play style feels game made thumbs_up thumbs_up,1
season update worse trash havelots bugs glitches new eventas lots glitches karambit deep water event glitched skin showing even reached grandmaster cod gives bot lobby everyday every battle pass going cod gives trash skins,0
game one best call duty franchise issues matchmaking like sometimes takes ages get match started ofcourse better removing glitches reducing lag issues game,1
wish make legendary blueprints earned completing missions etc sucks pay get one,1
fantastic game cod really stuff together mobile wise although ton available memory phone spare battle pass,1
easily best game ever played game well optimised graphics top notch multiplayer mode makes game opinion best,1
almost perfect game takes much data idk update comes every day also takes much storage deleted roblox laptop ff max snap homework installing updating request pls make small updates,1
reason season almost every alcatraz gameplay get sent assault rifle light ammos 💀 basically spare heavy ammos get revived quite problematic tbh,1
year anniversary update worst thing happen game terrible unistall rubbish event,1
amazing game allowing change name showing nickname encrypted please fix cod concerned players,1
good game played gb ram phone also play gb ram problem lot downloads inside app wish download otherwise also play download things inside game game size gb experience game best think playing day release must try,1
lower levels lot fun many cheaters upper levels especially ranked matches recommend anyone,0
good game recently devs putting needed attention players think many imperfections graphics despite whole game takes gbs delete game best game rn tho,1
less star would pick worst game pay win many cheaters based good game stupid game ever players either use game consoles supposed mobile game players also cheat using hacks penetration auto aim bots wall hacks never dies know nothing,0
game unplayable past seasons need fix fps drop engaging real players like seriously first thought problem everyone issue give stars,0
ranking makes sense matter rank run players absolutely terrible match players way better makes game incredibly frustrating play,0
happened sudden game lags due server issues get ms get lose matches need download resources much game annoying,0
call duty working days nobody saying issue servers game dont know even go game keep saying error google play download idk fix put much work game hope gets fixed soon,0
unraked mp matches like scripted hollywood theme takes unpredictable turns ends pretty surprising really bad respawn locations random times keep play tough easy decided game really bad,1
great gaming design pass two days open forces close goes main phone screen 😣☹️ realized rite update game due great game binge play thanks making great game,1
great game played everyday got almost everything dont show kills anymore insted gives rateing every match hide bots scam belive matches even pathetic knowing meny kills got makes game pointless uninstall fixed,0
matchmaking worst game matches getting trash teammates lost every single match controls awkward well,0
love game almost much original great game really enjoy recommending interested shooter test pass test bar none,1
console level fps game go opinion gaming experience better garena free fire pubg mobile would recommend anyone enjoys fps games action games general app uses decent amount storage worth download extra space,1
great playing consoles cod love much much free time come play game great well organized plus easy controls everything smooth fast awesome game indeed approval,1
need help try login cod try enter game shows error message saying network works totally fine,1
favourite game last update game lags much nice internet speed still shows network error even sometimes logout automatically plz solve bug problems first give us new update sorry star,0
see players long distance br like overwatch br sniper always surprised lack players would see scope one team members fighting another player could see team mate player open field pretty far away looked like shooting nothing sudden killed player see player people experience plzrely,1
stunning high definition graphics accompanied high quality audio action packed wide selection guns awesome looking characters,1
recent update impossible start game beginning match ok everytime begin match half way done update easy start fresh match fix,0
awesome game amazing graphics issue bring normal classic zombies back need classic zombies,1
world championship matched enemies higher league random teammates quit match inactive purpose got points matches mostly mvp qualify worst cod match ups ever match noobs intensionally,0
playing cod years never life problem connect series x controller codm press x b button move around press buttons,1
great game incredible graphics smooth running extremely expensive comes draws legendary weapons prepared spend lucky,1
like new update since updated game days open game gives login error try many times still let login uninstall reinstall many times still days gives login error pls check fix asap pray,0
best game played ever graphic gta want recommend download game many people playing game many modes team dead match search destroy gun fight many favorite gun like mx best gun gunsmith gun many avtar good powers price low buy easy one tell cod giving us gifts also like thing also buy battle pass,1
love game please fix reconnecting bug annoying every time comes good internet connection facing thus problem problem faced everyone please fix,0
game absolute trash mobile download like million things ping game horrendous network speed literally mbps yet still stuck ping time absolutely ridiculous,0
used fun update makes game worse world tournament even work half people ik even get special thing things gwt little rewa rewards get waist time anything else people put lots money game barely anything cuz run get shot foot melt game mode really like expect even day,0
game great one problem keeps crashing could put feature less pixels overheating,1
phenomenal amazing edge seat game play extremely fun play game far one stylish mobile games market masterpiece outstanding work developers another day,1
game good main thing lot bugs glitches everytime start match says loading timeout returns lobby remove bug glitch ppl like give star ratings cant even play match,0
device could run fps overheating get fps overheats please optimise game low end devices might see increase downloads profit,1
like game season u guys increases ranking like grand master hard also multiplayer hard push legendary position u guys like us kindly next season increase ranking make good multiplayer experience like everybody push legendary rank ln game also multiplayer make better easier hope u guys waiting update,0
everytime try play get kicked authorisation error msg relaunched app cleared cache well data still get damn error please sort,0
thing stop focusing colourful skins even relate cod theme make money focus optimising game try improve taking money players atleast give good experience gameplay even proper fight br poor optimization gun compete better gun br put loots fill houses top guns maybe u shld jst remove game frm store,0
give stars cause version kills series x version tip phone got rid series x use elite controller play mobile great game actually works,1
game becoming sweaty codm better ms high sometimes fighting enemies lags next thing dead good network better phones great advantage loved game atleast let see bots mp rank matches since disadvantages win game lose next games play snipers hard play since one shot one kill nerf sniper movements since one shot,1
game great back season made worse laggy play properly anymore even shade thing reasults least improve lag better working hard play even play game anymore hope season better happy game anymore,1
great game fun competitive many game modes choose games buy medpacks heal buy grenades use time limit rush great game action great sounds maps abit big certain game modes overall top marks,1
every season fed bugs freeze glitch always happens playing br totally fed issue seasons reporting bug time yet cod team idea resolve bug every time asking bug details always thing already spends rs game actually really enjoyed game going uninstall game else needs permeant solutions bug 😞,1
one favourites play friends strangers alone get help ask friends hit one best communities players lots action highly customizable st rd person shooter see match soon,1
fun playing game know hell wrong whenever enemy nearby ping hits die like bot spent lot money seems useless huge updates pathetic services,0
ever since last update game continually prevents logging displays timeout error everytime forcing sign display error update really messed game,0
update march undownload destroyed whole entire game movements added horrible cutscreen every death swapping weapons awful character feels like demented turtle crab walking world guys game,0
controller working game today date worked yesterday sure app needs big fix end tried several times get work,1
keeps showing error something like lauched ur area like form india use third party app almost year complaining issue action taken,0
game consistently taking space phone like honestly deal breaker cause takes gb storage insane edit new update error,0
would better could play people use phone instead pc controller cause super disadvantage game amazing,1
game great love enjoy keep getting kicked game round could find solution solve bug let know something,1
seriously sooooo many loading screens annoying wait least loading screens even reach menu bad game seriously need something loading screens,0
great game give star easy learn easy control full action feel good play location like favourite location kill house body kill easily €,1
good game love problems memory takes lot space one favorite phone games need add prestige mode,1
love game lot clean graphics downside keeps kicking battle royal reason really hate reading please fix play battle royal pray pray pray,1
devices cod lagging st nd game lag much even low graphics yet phone support ultra high changes would nice,1
downloaded game wifi made set open game says network error error time downloading game earth cause problem,0
upgrading game auto logging working tried logging password working tried forgotten password email verification sent bad pls try fixing,0
good game good graphics however officially using half phone memory constant updates require lengthy downloads use space every days im deleting game changes game shouldnt take gb minecraft much bigger uses gb,0
new guns achievements like throw grenade far one hit anyone without looking tactical achievement,1
game excellent downloading game maps struggle seem download maps without game kicking game play excellent id like enjoy new maps get downloaded,1
cod mobile bad every game join dude full team players legendary exotic weapons like tf bro game basically turned pay win game battle pass even worth buying skins get battle pass worth weapon skins get well love god remove exotic weapons least nerf make weaker op,0
used explosive rounds rytec hit guy hit markers shots arctic kills hacker full armor kinetic armor game used fun nothing done bs know someone plays tv thru laptop ps controller know possible also glitch use katana anything sort run around lag across screen point armor bc die one shot br match,0
sounds characters guns sound absolutely terrible graphics okay far worst cod games ever played would rather play cod ghost gallons potential,1
perfect every way possible thing think bit unfair fact controller players allowed go hand held device players glowing_star,1
guys would spend hours game would get online battleground multi player till already simpler times stations adults bring back good memories every moment log quick round,1
glitch every update ever heard broke dont f lol updated glitches everywhere cant accept new friends yes know delete reached limit still nothing deleted half still cant get new friends people die plus signs still screen saying need help,1
fix game optimization runs badly mp low end phones getting tired constantly lagging mp ranked frustrating motivation play game even shaders preload game impossible run smoothly fix game codm devs reason players leaving game playing something else,0
game theory awesome graphics gameplay love keeps giving five star review matter file size much lags,1
since last update cannot log account signed google play account declining email address never received password change email either,0
great game keeps crashing every time get group starts crash logs reboots get back game wait start new game keeps crashing every time start new game middle new game,0
good game wont lie flaw everyday updates mb even update season worth gb much regular update mobile game done three times max,0
one worste update cod mobile play gane guys reconnecting time internet good know going please check problem fix,0
great game money scam buy cp points get anything useful like descent weapons amor want mystic weapon probably chances get probably take get item want even gaurantied company really taking advantage customer love game hate extortion prices rip thumbs_down company nothing soon sure loose loyal players 🤔,0
playing game since season snapdragon wifi mbps still taking decade open game auto login working network error new update worst something uninstalling game login using facebook,0
new update everything messed constantly getting ms even though really good wifi tried everything still ping high fix please game already dead dont make unplayble atleast,0
ranking one star bc star customer support bug fixes never get addressed done putting time money game fix anything,0
problem game server game shows configuration download error fix man mine network fine social media apps working normally please fix pray pray pray pray pray,0
woupd enjoy game could change graphics settings tried sooooooo many times change settings option given low option low,0
used back paid stuff enter game literally tapping back button phone skip paid ads everytime back asks wanna quit game feels rapey consent get away matter aware store exist even bought stuff keep way store dick throat second start game,1
good game good graphics good display best battle royal experience multiple player difficult players alot toxicity makes fun us especially beginer like please guys could reduce toxicity multiplayer fun imagine playing game sad instead happy anyway guys got good game,1
score given finishing game less killing points sad money oriented game everything need payed else basic stuff available using cheatcode,0
shame good game spoilt incompetence developers smart enough develope good game dumb enough understand random means times nuke town crossfire back nuketown random thats forced add function selecting random select maps would like play random rocket sience,0
nice game high quality graphics favorite game also given game four star currency call duty cp cod points pay real money instead paying real money play ranked match rank legendary get cp sign game get cp cp finished pay real money game receives much hacker killing players cover also,1
game amazing good graphics problem used play codm recently tried log asked reset password gave gmail address waited like hours mail get codm please fix problem reply quick possible,0
used love game lot graphics good game play great long ago game loged wich bad thing happens offtin log got codm profile log im conpletly new profile ok thats fine uninstal instal try log acts like dont profile yeah happend borther idk im ideas f game,0
time favorite multiplayer game tank keep introducing new vehicles guns also add levels player kinda bored reaching th level,1
love game game opinion last good cod game love playing controller ranked pretty decent recommend getting game bonus loot boxes aware also battle royale good wish zombies mode still great game oh yeah username thegamerpro see well beware master rank higher see get ur fingers ready fight bye,1
playing game things perfect ms level stable enemy coming ms level increased main issue kindly set issue,0
new updates almost perfect game lot people really miss classic zombies mode tons fun understand removed first place,1
one best battle royale game game getting pay play like free fire difficult us non purchaser win without gun skins continues guess soon game boycotted,0
ps controller right stick bottons wont work im pretty bad phone controls phones screens messed loved cant even play,1
awesome great call duty fans love also wish guys add maps practice ai problem game lags play enemies frozen still move please fix,1
game logging days auto login showing loading timeout wen try logging facebook codm account game tikes previously situation pls help resolve issue,0
bugs removed app update given everytime poor quality gaming uninstall apps mobile every time update efforts vain due glitches game,0
last months thousand gamers abandoned codm graphics codm suks still lags crashes kicks hundreds hackers gamers playing waiting global version apex legends rainbow r released late may download modern combat,0
constantly throwing little mb updates twice day process takes sooo long beginning remember deleted game br matchmaking always pairs ghosts teammates end getting wrecked minutes good thing mp gamemode,0
bruh even install game reason know plenty storage empty still install cancel whole dame thing else tried get game friend simpley denies install says app install one time installed suddenly give permission access storage says playstore support please help asap,0
said earlier good game asked make someone join oneself join another game already started playing fresh multiplayer mode already losing side,1
complaining platforms give insult us playing game respond lag south africa bad game enjoyable anymore works fine get someone front one moment shooting next player running away already fun people spent money game even want spent money get better ping part world,0
great game dudes absolutely love one activision change lame song snoops emote totally dumb place whoever picked evil floor_laughing like come dude know fit character,1
every min lags game filled people playing computers fun anymore frustrating disappointed,0
developers ruining game experience everyday go game wait atleast mins downloads playing start worst graphics seen lag oh lag oh wait sorry im dead,1
completely love game everything perfect installed new device yesterday playing everytime try launch assumes command returns home screen could issue,1
expected better activision last classic update buggy clearly untested doors turn walls server rarely connects test updates releasing production shameful create something good break download game season,0
controller support box able team friend level graphics amazing like fps one,1
game best problems ads every second issue fixed even time report,1
far best mobile game love play way help things could say might need changed lower price legendary mythical people bought certain amount guns five almost spent maybe open mythic guns sold regularly thanks epic game,1
love love best game ever stop playing aiii straight challenging times get hang straight get beaten alot times cares keep grinding lol stars,1
one best mobile game realy love game request possible make full game replay watch review last game played newbie like hustle make screen record playing thank,1
loved better pubg activision always think instead hard point add hostage situation game possible would great also every season update download every map every thing download kind hurts activion needs fix problem weeks facing another problem furing br match game lags alot br match lobby multiplayer matches games works fine,1
first put match players bots please deny want get match penalise coz ranked match wow bravo,0
app always downloads stuff wifi even auto download unticked ask download ticked app ignores downloads anyways bad people connected via access point,1
like every time updates kicks every time try reload game still ill uninstall download still kicks even wifi gets occurent im wifi fix please,1
log problem always show time whereas internet connection good good upto season worst suggest download season lot log problem even g network,1
honestly one favorite versions cod maps guns looks runs great phone recommend anyone likes fps cod general,1
problems get shot die takes bullets kill someone also lose get points taken away huge problem kill people cuz kill one shot,0
every time game open login problem progress levels gone return level level every time reach level stay game progress disappointed,1
take stars back codm time since updated even uninstalled installed second time app expensive country better something quick png 🇵🇬,0
optimize game please since latest update new season getting stutters late new changes visually making bit slow better optimizing releasing update public,1
call duty used one best games like everyday would wake play reason gave one retrieve account like login like since new season started somewhere january trying login wanna create new account cause one everything skins guns level legendary player please cod u bring back guest log warn us u taking please may u see text,0
play anymore one connection problem whenever try play game tells check connection try tried many ways fix none worked even resetting game files please fox cause fav game,0
one waste ah time people live trinidad tobago spending money time playing game seeing lag nonessential things spending credit card gotten pass let talk lag clearly france sure quite honest even rate game half star,0
request team please optimized game play smoothly much frame drop rendering lag even network device good enough,0
able see kills match overs shows points id like know set default see kills rather score deathmatches changed latest update,0
right redownloading game encountered weird bug makes game half second delay aim buttons also game register presses jump button crouch button,0
wonderful time rank top good understand screen game goes black takes way counts quit game makes record look bad tell need anybody,1
recently got nerve damage fingers hard play phone screen rules use controller adapter please contact would like know say anything guidelines rules wanted make sure,1
